
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1087", "1086"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1088", "1087"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1089", "1088"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1089", "1089"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1090", "1089"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1091", "1090"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1091", "1091"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1092", "1091"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1093", "1092"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1094", "1093"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1095", "1094"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1095", "1095"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1096", "1095"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1096", "1096"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1097", "1096"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1097", "1097"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1098", "1097"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1098", "1098"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1099", "1098"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1099", "1099"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1100", "1099"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1100", "1100"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1101", "1100"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1101", "1101"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1102", "1101"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1102", "1102"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1103", "1102"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1103", "1103"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1104", "1103"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1104", "1104"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1105", "1104"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1105", "1105"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1106", "1105"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1106", "1106"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1107", "1106"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1107", "1107"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1108", "1107"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1108", "1108"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1109", "1108"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1109", "1109"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1110", "1109"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1110", "1110"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1111", "1110"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1111", "1111"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1112", "1111"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1112", "1112"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1113", "1112"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1113", "1113"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1114", "1113"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1115", "1114"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1116", "1115"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1117", "1116"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1118", "1117"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1118", "1118"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1119", "1118"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1119", "1119"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1120", "1119"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1120", "1120"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1121", "1120"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1122", "1121"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1123", "1122"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1124", "1123"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1125", "1124"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1126", "1125"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1127", "1126"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1128", "1127"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1129", "1128"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1130", "1129"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1131", "1130"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1132", "1131"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1133", "1132"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1134", "1133"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1135", "1134"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1136", "1135"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1136", "1136"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1137", "1136"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1138", "1137"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1139", "1138"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1139", "1139"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1140", "1139"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1141", "1140"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1142", "1141"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1143", "1142"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1144", "1143"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1145", "1144"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1146", "1145"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1147", "1146"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1148", "1147"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1149", "1148"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1150", "1149"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1151", "1150"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1152", "1151"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1153", "1152"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1154", "1153"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1155", "1154"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1156", "1155"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1157", "1156"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1158", "1157"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1159", "1158"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1160", "1159"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1161", "1160"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1162", "1161"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1163", "1162"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1164", "1163"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1164", "1164"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1165", "1164"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1166", "1165"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1167", "1166"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1168", "1167"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1169", "1168"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1170", "1169"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1171", "1170"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1172", "1171"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1173", "1172"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1174", "1173"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1175", "1174"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1176", "1175"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1176", "1176"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1176", "1176"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1177", "1176"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1178", "1177"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1179", "1178"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1179", "1179"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1180", "1179"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1181", "1180"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1182", "1181"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1183", "1182"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1184", "1183"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1185", "1184"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1186", "1185"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1187", "1186"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1188", "1187"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1189", "1188"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1190", "1189"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1191", "1190"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1192", "1191"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1193", "1192"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1194", "1193"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1195", "1194"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1196", "1195"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1197", "1196"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1198", "1197"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1199", "1198"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1200", "1199"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1201", "1200"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1202", "1201"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1203", "1202"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1204", "1203"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1205", "1204"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1206", "1205"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1207", "1206"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1208", "1207"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1209", "1208"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1209", "1209"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1210", "1209"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1211", "1210"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1212", "1211"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1213", "1212"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1214", "1213"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1215", "1214"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1216", "1215"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1217", "1216"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1217", "1217"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1218", "1217"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1218", "1218"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1219", "1218"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1219", "1219"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1220", "1219"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1220", "1220"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1221", "1220"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1222", "1221"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1223", "1222"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1224", "1223"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1225", "1224"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1226", "1225"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1227", "1226"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1228", "1227"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1229", "1228"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1230", "1229"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1230", "1230"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1231", "1230"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1232", "1231"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1233", "1232"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1234", "1233"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1235", "1234"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1236", "1235"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1237", "1236"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1238", "1237"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1239", "1238"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1240", "1239"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1241", "1240"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1241", "1241"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1242", "1241"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1243", "1242"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1244", "1243"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1244", "1244"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1244", "1244"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1244", "1244"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1245", "1244"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1246", "1245"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1247", "1246"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1248", "1247"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1249", "1248"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1250", "1249"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1250", "1250"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1251", "1250"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1252", "1251"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1252", "1252"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1253", "1252"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1253", "1253"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1253", "1253"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1253", "1253"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1254", "1253"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1255", "1254"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1255", "1255"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1256", "1255"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1257", "1256"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1258", "1257"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1258", "1258"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1259", "1258"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1260", "1259"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1261", "1260"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1261", "1261"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1262", "1261"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1263", "1262"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1263", "1263"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1264", "1263"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1265", "1264"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1266", "1265"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1267", "1266"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1267", "1267"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1267", "1267"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1268", "1267"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1269", "1268"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1269"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1270", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1271", "1270"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1271", "1271"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1272", "1271"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1273", "1272"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1274", "1273"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1275", "1274"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1276", "1275"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1277", "1276"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1278", "1277"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1279", "1278"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1280", "1279"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1281", "1280"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1282", "1281"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1283", "1282"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1284", "1283"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1285", "1284"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1285", "1285"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1286", "1285"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1287", "1286"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1288", "1287"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1289", "1288"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1290", "1289"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1291", "1290"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1292", "1291"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1293", "1292"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1294", "1293"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1295", "1294"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1296", "1295"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1297", "1296"
