
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1458", "1457"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1459", "1458"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1460", "1459"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1461", "1460"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1462", "1461"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1463", "1462"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1464", "1463"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1465", "1464"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1466", "1465"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1467", "1466"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1468", "1467"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1469", "1468"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1470", "1469"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1471", "1470"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1472", "1471"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1473", "1472"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1474", "1473"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1475", "1474"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1476", "1475"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1477", "1476"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1478", "1477"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1478", "1478"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1478", "1478"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1479", "1478"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1480", "1479"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1481", "1480"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1481", "1481"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1482", "1481"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1482", "1482"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1483", "1482"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1484", "1483"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1485", "1484"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1486", "1485"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1487", "1486"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1487", "1487"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1488", "1487"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1489", "1488"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1490", "1489"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1491", "1490"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1492", "1491"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1493", "1492"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1494", "1493"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1494", "1494"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1495", "1494"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1495", "1495"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1495", "1495"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1496", "1495"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1496", "1496"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1497", "1496"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1497", "1497"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1498", "1497"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1499", "1498"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1499", "1499"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1499", "1499"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1500", "1499"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1500", "1500"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1501", "1500"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1501", "1501"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1501", "1501"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1501", "1501"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1502", "1501"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1503", "1502"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1504", "1503"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1504", "1504"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1504", "1504"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1505", "1504"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1505", "1505"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1505", "1505"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1505", "1505"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1506", "1505"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1506", "1506"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1506", "1506"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1507", "1506"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1507", "1507"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1508", "1507"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1509", "1508"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1510", "1509"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1511", "1510"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1512", "1511"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1513", "1512"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1514", "1513"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1514", "1514"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1515", "1514"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1516", "1515"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1517", "1516"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1518", "1517"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1519", "1518"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1520", "1519"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1521", "1520"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1522", "1521"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1523", "1522"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1524", "1523"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1525", "1524"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1526", "1525"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1527", "1526"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1528", "1527"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1529", "1528"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1530", "1529"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1531", "1530"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1532", "1531"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1533", "1532"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1534", "1533"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1535", "1534"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1536", "1535"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1537", "1536"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1538", "1537"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1539", "1538"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1540", "1539"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1541", "1540"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1542", "1541"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1543", "1542"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1544", "1543"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1545", "1544"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1546", "1545"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1547", "1546"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1548", "1547"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1549", "1548"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1550", "1549"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1551", "1550"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1552", "1551"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1553", "1552"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1554", "1553"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1555", "1554"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1556", "1555"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1557", "1556"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1558", "1557"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1559", "1558"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1560", "1559"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1561", "1560"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1562", "1561"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1563", "1562"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1563", "1563"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1564", "1563"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1564", "1564"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1565", "1564"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1565", "1565"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1566", "1565"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1567", "1566"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1568", "1567"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1569", "1568"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1570", "1569"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1571", "1570"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1571", "1571"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1572", "1571"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1572", "1572"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1573", "1572"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1574", "1573"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1575", "1574"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1576", "1575"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1577", "1576"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1578", "1577"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1579", "1578"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1580", "1579"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1581", "1580"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1582", "1581"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1583", "1582"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1584", "1583"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1585", "1584"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1586", "1585"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1587", "1586"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1588", "1587"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1589", "1588"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1590", "1589"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1591", "1590"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1592", "1591"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1593", "1592"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1594", "1593"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1595", "1594"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1596", "1595"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1597", "1596"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1598", "1597"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1599", "1598"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1600", "1599"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1601", "1600"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1602", "1601"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1603", "1602"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1604", "1603"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1605", "1604"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1606", "1605"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1607", "1606"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1608", "1607"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1609", "1608"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1610", "1609"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1611", "1610"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1612", "1611"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1613", "1612"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1614", "1613"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1615", "1614"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1616", "1615"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1617", "1616"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1618", "1617"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1619", "1618"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1620", "1619"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1621", "1620"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1621", "1621"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1622", "1621"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1623", "1622"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1624", "1623"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1624", "1624"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1625", "1624"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1626", "1625"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1627", "1626"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1628", "1627"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1629", "1628"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1630", "1629"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1631", "1630"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1632", "1631"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1633", "1632"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1633", "1633"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1634", "1633"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1635", "1634"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1635", "1635"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1635", "1635"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1635", "1635"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1635", "1635"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1636", "1635"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1637", "1636"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1638", "1637"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1638", "1638"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1639", "1638"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1640", "1639"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1641", "1640"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1641", "1641"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1642", "1641"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1643", "1642"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1644", "1643"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1645", "1644"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1646", "1645"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1647", "1646"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1648", "1647"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1649", "1648"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1650", "1649"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1651", "1650"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1652", "1651"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1653", "1652"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1654", "1653"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1655", "1654"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1656", "1655"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1657", "1656"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1658", "1657"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1659", "1658"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1660", "1659"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1661", "1660"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1662", "1661"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1663", "1662"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1664", "1663"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1665", "1664"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1666", "1665"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1667", "1666"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1667", "1667"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1668", "1667"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1669", "1668"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1670", "1669"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1671", "1670"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1671", "1671"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1672", "1671"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1673", "1672"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1674", "1673"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1675", "1674"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1676", "1675"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1677", "1676"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1678", "1677"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1679", "1678"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1680", "1679"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1681", "1680"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1682", "1681"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1683", "1682"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1684", "1683"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1685", "1684"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1686", "1685"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1687", "1686"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1688", "1687"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1689", "1688"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1690", "1689"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1691", "1690"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1692", "1691"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1693", "1692"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1694", "1693"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1695", "1694"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1696", "1695"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1697", "1696"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1698", "1697"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1699", "1698"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1700", "1699"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1701", "1700"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1702", "1701"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1703", "1702"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1704", "1703"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1705", "1704"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1706", "1705"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1707", "1706"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1708", "1707"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1709", "1708"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1710", "1709"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1711", "1710"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1712", "1711"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1712", "1712"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1713", "1712"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1713", "1713"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1714", "1713"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1715", "1714"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1716", "1715"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1717", "1716"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "1718", "1717"
